TCP,estc,Wiggins number,author,author 2,author 3,author 4,author 5,translator,adaptation,missing or excluded from TCP,title,alternative title,type,genre,Wiggins genre,DEEP genre,Harbage genre,Wiggins contemporary genre,date of writing,decade,date of 1st performance,Harbage limits of performance date,date of 1st publication,date of text used,play company 1,play company 2,theatre,metre,rhyme,notes,text_name,status
A11954,S111228,,"Shakespeare, William","Middleton, Thomas",,,,,,no,Measure for Measure,,drama,CO,,CO,,,1603,1600,1603,,1623,1623,King's Men,,,,,,A11954.headed_087_play_004.txt,Free
A11954,S111228,944,"Shakespeare, William",,,,,,,no,The Comedy of Errors,Performed+Printed: The Comedy of Errors / Contemporary: The Play of Errors,drama,CO,CO,CO,,CO,1592,1590,1594,,1623,1623,Wiggins: Pembroke's Men (?) / DEEP: Derby's (Strange's) Men,,,pentameter and prose,couplets and blank verse,,A11954.headed_111_play_005.txt,Free
A11954,S111228,1148,"Shakespeare, William",,,,,,,no,Much Ado About Nothing,Performed+Printed: Much Ado About Nothing / Contemporary: Benedick and Beatrice,drama,CO,CO,CO,,CO,1598,1590,1598,,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Curtain,prose and pentameter,no,,A11954.headed_121_play_006.txt,Free
A11954,S111228,1031,"Shakespeare, William",,,,,,,no,Love's Labours Lost,Performed+Printed: Love's Labours Lost / Contemporary: Love-Labours Lost; Love's Labour Lost / Alternative Modernization: Love's Labour's Lost,drama,CO,CO,CO,,CO,1594,1590,1595,,1598,1623,Lord Chamberlain's (Hunsdon's) Men,the Theatre (presumably),,mixed,mixed,,A11954.headed_128_play_007.txt,Free
A11954,S111228,1012,"Shakespeare, William",,,,,,,no,A Midsummer Night's Dream,Performed+Printed: A Midsummer Night's Dream / Contemporary: [A] Midsummer Night Dream; Robin Goodfellow (possibly); [A] Midsummer's Night's Dream / Alternative Modernization: A Midsummer-Night's Dream,drama,CO,CO,CO,,CO,1595,1590,1595,,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably at the Theatre,"pentameter, trimeter, and prose",couplets and blank verse,,A11954.headed_134_play_008.txt,Free
A11954,S111228,1047,"Shakespeare, William",,,,,,,no,The Merchant of Venice,Performed+Printed: The Merchant of Venice / Contemporary: The Jew of Venice,drama,CO,CO,CO,,'comical history'; CO,1596,1590,1596,,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre,pentameter and prose,no,,A11954.headed_140_play_009.txt,Free
A11954,S111228,1237,"Shakespeare, William",,,,,,,no,As You Like It,Printed: As You Like It,drama,CO,CO,CO,,,1598,1590,1599,,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,,A11954.headed_146_play_010.txt,Free
A11954,S111228,916,"Shakespeare, William",,,,,,,no,The Taming of the Shrew,Performed: The Taming of a Shrew (possibly) / Printed: The Taming of the Shrew,drama,CO,CO,CO,,CO,1590,1590,1590,,1623,1623,Pembroke's Men,,,pentameter and prose,no,,A11954.headed_174_play_011.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,All's Well That Ends Well,,drama,CO,,CO,,,1603,1600,1603,,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,,,,,A11954.headed_181_play_012.txt,Free
A11954,S111228,1297,"Shakespeare, William",,,,,,,no,Twelfth Night,"Performed+Printed: Twelfth Night, or, What You Will / Contemporary: Malvolio",drama,CO,CO,CO,,CO,1601,1600,1601,,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,prose and pentameter,no,,A11954.headed_188_play_013.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,The Winter's Tale,,drama,CO,,TC,,,1609,1600,1609,,1623,1623,King's Men,,,,,,A11954.headed_212_play_014.txt,Free
A11954,S111228,1043,"Shakespeare, William",,,,,,,no,King John,Printed: The Life and Death of King John,drama,HI,HI,HI,,HI,1596,1590,1596,,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (presumably),yes,no,,A11954.headed_234_play_015.txt,Free
A11954,S111228,1002,"Shakespeare, William",,,,,,,no,Richard II,Printed: The Tragedy of King Richard II / Contemporary: The Tragedy of Richard II; Henry IV; The Life and Death of King Richard II,drama,HI,HI,HI,,TR; interlude; HI,1595,1590,1595,,1597,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (presumably),yes,blank verse and couplets,,A11954.headed_255_play_016.txt,Free
A11954,S111228,1059,"Shakespeare, William",,,,,,,no,1 Henry IV,"Printed: The History of Henry IV / Contemporary: Sir John Oldcastle; Oldcastle; The First Part of Sir John Falstaff; The Hotspur; The Life and Death of King Henry IV; The First Part of Henry IV, with the Life and Death of Henry, Surnamed Hotspur; The Life of King Henry IV",drama,HI,HI,HI,,TR; HI,1597,1590,1597,,1598,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre,pentameter and prose,no,,A11954.headed_279_play_017.txt,Free
A11954,S111228,1083,"Shakespeare, William",,,,,,,no,2 Henry IV,Printed: The Second Part of Henry IV / Contemporary: The Second Part of Falstaff; Sir John Falstaff; The Life and Death of King Henry IV; The Death of King Henry IV,drama,HI,HI,HI,,play (epilogue); history (F section),1597,1590,1597,,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Theatre or Curtain,pentameter and prose,no,,A11954.headed_303_play_018.txt,Free
A11954,S111228,1183,"Shakespeare, William",,,,,,,no,Henry V,"Performed: Henry V / Printed: The Life of Henry V / Contemporary: Agincourt; The History of Henry V, with the Battle of Agincourt / Later assigned: King Henry V",drama,HI,HI,HI,,HI,1599,1590,1599,,1600,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Curtain,pentameter and prose,no,,A11954.headed_328_play_019.txt,Free
A11954,S111228,,"Shakespeare, William","Nashe, Thomas",,,,,,no,1 Henry VI,,drama,HI,,HI,,,1592,1590,1592,,1623,1623,Derby's (Strange's) Men,,,,,,A11954.headed_336_play_020.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,2 Henry VI,The First Part of the Contention of the Two Famous Houses of York and Lancaster,drama,HI,,HI,,,1591,1590,1591,,1594,1623,Pembroke's Men,,,,,,A11954.headed_351_play_021.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,3 Henry VI,The True Tragedy of Richard Duke of York and the Good King Henry the Sixth,drama,HI,,HI,,,1591,1590,1591,,1595,1623,Pembroke's Men,,,,,,A11954.headed_354_play_022.txt,Free
A11954,S111228,950,"Shakespeare, William",,,,,,,no,Richard III,Printed: The Tragedy of King Richard III / Contemporary: The Tragedy of King Richard III; The Life and Death of Richard III,drama,HI,HI,HI,,TR; interlude; HI,1591,1590,1592,,1597,1623,Wiggins: Derby's Men (?) / DEEP: Lord Chamberlain's (Hunsdon's) Men,,,pentameter and prose,no,,A11954.headed_357_play_023.txt,Free
A11954,S111228,,"Shakespeare, William","Fletcher, John",,,,,,no,Henry VIII,Henry the Eighth (All Is True),drama,HI,,HI,,,1613,1610,1613,,1623,1623,King's Men,,,,,,A11954.headed_381_play_024.txt,Free
A11954,S111228,1325,"Shakespeare, William",,,,,,,no,Troilus and Cressida,Printed: Troilus and Cressida / Contemporary: Troilus and Cressid / Alternative modernization: Troilus and Cresseid,drama,TR,TR,TR,,HI; CO; TR,1602,1600,1602,,1609,1623,Lord Chamberlain's (Hunsdon's) Men,King's Men,the Globe (?),pentameter and prose,no,,A11954.headed_405_play_025.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,Coriolanus,,drama,TR,,TR,,,1608,1600,1608,,1623,1623,King's Men,,,,,,A11954.headed_409_play_026.txt,Free
A11954,S111228,928,"Shakespeare, William","Peele, George",,,,,,no,Titus Andronicus,Performed+Printed: Titus Andronicus / Contemporary: Andronicus; Tragaedia von Tito Andronico und der hoffertigen Kaiserin,drama,TR,TR,TR,,HI; TR,1592,1590,1592,,1594,1623,Wiggins: Pembroke's Men (?) / DEEP: Derby's (Strange's) Men; Pembroke's Men; Sussex's Men,,,yes,no,,A11954.headed_416_play_027.txt,Free
A11954,S111228,987,"Shakespeare, William",,,,,,,no,Romeo and Juliet,Printed: Romeo and Juliet / Contemporary: Juliet and Romeo,drama,TR,TR,TR,,TR,1595,1590,1595,,1597,1623,Lord Chamberlain's (Hunsdon's) Men,,the Theatre (?),iambic pentameter and prose,blank verse and couplets,,A11954.headed_423_play_028.txt,Free
A11954,S111228,,"Shakespeare, William","Middleton, Thomas",,,,,,no,Timon of Athens,,drama,TR,,TR,,,1605,1600,1605,,1623,1623,,,,,,,A11954.headed_426_play_029.txt,Free
A11954,S111228,1198,"Shakespeare, William",,,,,,,no,Julius Caesar,Performed: Julius Caesar / Printed: The Tragedy of Julius Caesar / Contemporary: Caesar's Tragedy; The Tragedy of Caesar; Caesar; The Life and Death of Julius Caesar,drama,TR,TR,TR,,TR,1599,1590,1599,,1623,1623,Lord Chamberlain's (Hunsdon's) Men,,presumably the Globe,iambic pentameter and prose,no,,A11954.headed_430_play_030.txt,Free
A11954,S111228,,"Shakespeare, William","Middleton, Thomas",,,,,,no,Macbeth,,drama,TR,,TR,,,1606,1600,1606,,1623,1623,King's Men,,,,,,A11954.headed_437_play_031.txt,Free
A11954,S111228,1259,"Shakespeare, William",,,,,,,no,Hamlet,"Performed: The Tragedy of Hamlet / Printed: Hamlet, Prince of Denmark / Contemporary: The Revenge of Hamlet, Prince of Denmark; Hamlet",drama,TR,TR,TR,,tragical history; TR,1600,1600,1601,,1603,1623,Lord Chamberlain's (Hunsdon's) Men,King's Men,the Globe,pentameter and prose,no,,A11954.headed_470_play_032.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,King Lear,,drama,TR,,TR,,,1605,1600,1605,,1608,1623,King's Men,,,,,,A11954.headed_477_play_033.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,Othello,"Othello, the Moor of Venice",drama,TR,,TR,,,1603,1600,1604,,1622,1623,King's Men,,,,,,A11954.headed_506_play_034.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,Antony and Cleopatra,,drama,TR,,TR,,,1606,1600,1606,,1623,1623,King's Men,,,,,,A11954.headed_527_play_035.txt,Free
A11954,S111228,,"Shakespeare, William",,,,,,,no,Cymbeline,"Cymbeline, King of Britain",drama,TR,,TC,,,1610,1610,1610,,1623,1623,King's Men,,,,,,A11954.headed_530_play_036.txt,Free
A12023,S106302,,Anon.,,,,,,,no,The London Prodigal,,drama,CO,,CO,,,1603,1600,1604,,1605,1605,King's Men,,,,,,A12023.headed.txt,Free
A12024,S111194,,"Shakespeare, William","Wilkins, George",,,,,,no,Pericles,"Pericles, Prince of Tyre",drama,TC,,TC,,,1606,1600,1608,,1609,1609,King's Men,,,,,,A12024.headed.txt,Free
A12030,S106334,,"Middleton, Thomas (?)",,,,,,,no,A Yorkshire Tragedy,,drama,TR,,TR,,,1605,1600,1605,,1608,1608,King's Men,,,,,,A12030.headed.txt,Free
A12074,S117216,,"Sharpham, Edward",,,,,,,no,Cupid's Whirligig,,drama,CO,,CO,,,1607,1600,1607,,1607,1607,Children of the King's Revels,,,,,,A12074.headed.txt,Free
A12078,S117249,,"Sharpham, Edward",,,,,,,no,The Fleer,,drama,CO,,CO,,,1606,1600,1606,,1607,1607,Children of the Queen's Revels,,,,,,A12078.headed.txt,Free
A12127,S117303,,"Shirley, Henry",,,,,,,no,The Martyred Soldier,,drama,TR,,TR,,,1618,1610,1618,,1638,1638,Queen Anne's Men,Queen Henrietta Maria's Men,,,,,A12127.headed.txt,Free
A12128,S117308,,"Shirley, James",,,,,,,no,The Bird in a Cage,The Beauties,drama,CO,,CO,,,1633,1630,1633,,1633,1633,Queen Henrietta Maria's Men,,,,,,A12128.headed.txt,Free
A12129,S117313,,"Shirley, James",,,,,,,no,"Changes, or Love in a Maze",,drama,CO,,CO,,,1632,1630,1632,,1632,1632,King's Revels Company,,,,,,A12129.headed.txt,Free
A12130,S117315,,"Shirley, James",,,,,,,no,The Constant Maid,Love Will Find Out the Way,drama,CO,,CO,,,1638,1630,1638,,1640,1640,Ogilby's Men,Queen Henrietta Maria's Men,,,,,A12130.headed.txt,Free
A12131,S117321,,"Shirley, James",,,,,,,no,The Contention for Honor and Riches,Honoria and Mammon,drama,TC,,Moral,,,1631,1630,1631,,1633,1633,,,,,,,A12131.headed.txt,Free
A12133,S117330,,"Shirley, James",,,,,,,no,The Coronation,,drama,CO,,CO,,,1635,1630,1635,,1640,1640,Queen Henrietta Maria's Men,,,,,,A12133.headed.txt,Free
A12135,S102206,,"Shirley, James",,,,,,,no,The Duke's Mistress,,drama,CO,,TC,,,1636,1630,1636,,1638,1638,Queen Henrietta Maria's Men,,,,,,A12135.headed.txt,Free
A12136,S102993,,"Shirley, James",,,,,,,no,The Example,,drama,CO,,CO,,,1634,1630,1634,,1637,1637,Queen Henrietta Maria's Men,,,,,,A12136.headed.txt,Free
A12137,S105182,,"Shirley, James",,,,,,,no,The Gamester,,drama,CO,,CO,,,1633,1630,1633,,1637,1637,Queen Henrietta Maria's Men,,,,,,A12137.headed.txt,Free
A12138,S117332,,"Shirley, James",,,,,,,no,The Grateful Servant,The Faithful Servant,drama,CO,,TC,,,1629,1620,1629,,1630,1630,Queen Henrietta Maria's Men,,,,,,A12138.headed.txt,Free
A12140,S117338,,"Shirley, James",,,,,,,no,Hyde Park,,drama,CO,,CO,,,1632,1630,1632,,1637,1637,Queen Henrietta Maria's Men,,,,,,A12140.headed.txt,Free
A12141,S117374,,"Shirley, James",,,,,,,no,The Humorous Courtier,The Duke,drama,CO,,CO,,,1631,1630,1631,,1640,1640,Queen Henrietta Maria's Men,,,,,,A12141.headed.txt,Free
A12142,S117372,,"Shirley, James",,,,,,,no,The Lady of Pleasure,,drama,CO,,CO,,,1635,1630,1635,,1637,1637,Queen Henrietta Maria's Men,,,,,,A12142.headed.txt,Free
A12143,S117371,,"Shirley, James",,,,,,,no,Love's Cruelty,,drama,TR,,TR,,,1631,1630,1631,,1640,1640,Queen Henrietta Maria's Men,,,,,,A12143.headed.txt,Free
A12145,S117245,,"Shirley, James",,,,,,,no,The Maid's Revenge,,drama,TR,,TR,,,1626,1620,1626,,1639,1639,Queen Henrietta Maria's Men,,,,,,A12145.headed.txt,Free
A12148,S1653,,"Shirley, James",,,,,,,no,The Opportunity,,drama,TR,,CO,,,1634,1630,1634,,1640,1640,Queen Henrietta Maria's Men,,,,,,A12148.headed.txt,Free
A12149,S117369,,"Shirley, James",,,,,,,no,The Arcadia,,drama,TC,,Polititcal Tragicomedy,,,1640,1640,1640,,1640,1640,Queen Henrietta Maria's Men,,,,,,A12149.headed.txt,Free
A12150,S117251,,"Shirley, James",,,,,,,no,The Royal Master,,drama,CO,,CO,,,1637,1630,1637,,1638,1638,Ogilby's Men; Queen Henrietta Maria's Men,,,,,,A12150.headed.txt,Free
A12151,S117360,,"Shirley, James",,,,,,,no,1 Saint Patrick for Ireland,,drama,CO,,Neo-miracle,,,1639,1630,1639,,1640,1640,Ogilby's Men; Queen Henrietta Maria's Men,,,,,,A12151.headed.txt,Free
A12152,S117358,,"Shirley, James",,,,,,,no,The School of Compliment,Love Tricks,drama,CO,,CO,,,1625,1620,1625,,1631,1631,Lady Elizabeth's Men,Queen Henrietta Maria's Men,,,,,A12152.headed.txt,Free
A12154,S117334,,"Shirley, James",,,,,,,no,The Traitor,,drama,TR,,TR,,,1631,1630,1631,,1635,1635,Queen Henrietta Maria's Men,,,,,,A12154.headed.txt,Free
A12155,S117256,,"Shirley, James",,,,,,,no,The Wedding,,drama,CO,,CO,,,1626,1620,1626,,1629,1629,Queen Henrietta Maria's Men,,,,,,A12155.headed.txt,Free
A12157,S117328,,"Shirley, James",,,,,,,no,The Witty Fair One,,drama,CO,,CO,,,1628,1620,1628,,1633,1633,Queen Henrietta Maria's Men,,,,,,A12157.headed.txt,Free
A12548,S117634,,"Smith, Wentworth (?)","Smith, William (?)",,,,,,no,"The Hector of Germany, or The Palsgrave, Prime Elector",,drama,TR,,Pseudo-History,,,1614,1610,1614,,1615,1615,,,,,,,A12548.headed.txt,Free
A12578,S110829,799,"Kyd, Thomas",,,,,,,no,Soliman and Perseda,Printed: Suleiman and Perseda / Alternative Modernization: Soliman and Perseda / DEEP: Zulziman,drama,TR,TR,TR,,TR,1588,1580,1592,,1592,1592,,,,yes,no,,A12578.headed.txt,Free
A12954,S111279,,"Stephens, John",,,,,,,no,Cynthia's Revenge,"Cynthia's Revenge, or Maenander's Ecstasy",drama,TR,,TR,,,1613,1610,1613,,1613,1613,,,,,,,A12954.headed.txt,Free
A12969,S111290,253,"Stevenson, William",,,,,,,no,Gammer Gurton's Needle,Printed: Gammer Gurton's Needle / Contemporary: Diccon of Bedlam; Gurton; Mother Gurton's Needle,drama,CO,CO,CO,,CO; interlude,1553,1550,1553,,1575,1575,,,"Christ's College, Cambridge",yes,yes,,A12969.headed.txt,Free
A13062,S111285,855,Anon.,,,,,,,no,Jack Straw,Printed: The Life and Death of Jack Straw / Contemporary: Jack Straw,drama,HI,HI,HI,,interlude,1590,1590,1591,,1594,1594,,,,irregular verse and prose,couplets and blank verse,,A13062.headed.txt,Restricted
A13125,S117598,,"Suckling, Sir John",,,,,,,no,Aglaura,,drama,TR,,TR; TC,,,1637,1630,1637,,1638,1638,King's Men,,,,,,A13125.headed.txt,Free
A13345,S118056,,"Tailor, Robert",,,,,,,no,The Hog Hath Lost His Pearl,,drama,CO,,CO,,,1613,1610,1613,,1614,1614,,,,,,,A13345.headed.txt,Restricted
A13358,S111124,955,Anon.,,,,,,,no,The Taming of a Shrew,Printed: The Taming of a Shrew,drama,CO,CO,CO,,'pleasant conceited history',1590,1590,1590,,1594,1594,Pembroke's Men,,,iambic pentameter and prose,no,,A13358.headed.txt,Free
A13393,R26274,,"Tatham, John",,,,,,,no,Love Crowns the End,,drama,CO,,Pastoral,,,1632,1630,1632,,1640,1640,,,,,,,A13393.headed_091_masque_001.txt,Free
A13611,S111416,791,Terence,,,,,"Kyffin, Maurice",,no,Andria,Printed: Andria,drama,CO,CO,CO,,CO,1587,1580,1588,,1588,1588,,,,prose,,,A13611.headed.txt,Restricted
A13613,S102998,,Terence,,,,,"Newman, Thomas",,no,Andria,The Andrian Woman,drama,CO,,CO,,,1627,1620,1627,,1627,1627,,,,,,,A13613.headed_005_play_001.txt,Restricted
A13613,S102998,,Terence,,,,,"Newman, Thomas",,no,The Eunuch,,drama,CO,,CO,,,1627,1620,1627,,1627,1627,,,,,,,A13613.headed_044_play_002.txt,Restricted
A13802,S118449,,"Tomkis, Thomas",,,,,,,no,Albumazar,,drama,CO,,CO,,,1615,1610,1615,,1615,1615,,,,,,,A13802.headed.txt,Free
A13804,S118457,,"Tomkis, Thomas",,,,,,,no,"Lingua, or The Combat of the Tongue and the Five Senses for Superiority",,drama,CO,,Academic Moral,,,1602,1600,1607,,1607,1607,,,,,,,A13804.headed.txt,Free
A13840,S118504,,"Tourneur, Cyril",,,,,,,no,"The Atheist's Tragedy, or The Honest Man's Revenge",,drama,TR,,TR,,,1611,1610,1611,,1611,1611,King's Men,,,,,,A13840.headed.txt,Free
A13843,S118518,,"Middleton, Thomas (?)",,,,,,,no,The Revenger's Tragedy,,drama,TR,,TR,,,1605,1600,1606,,1607,1607,King's Men,,,,,,A13843.headed.txt,Free
A14193,S102483,234,"Udall, Nicholas",,,,,,,no,Ralph Roister Doister,"Performed: Roister Doister / Contemporary: Ralph Roister Doister / What creature is in health, eyther yong or olde",drama,CO,CO,CO,,interlude; CO,1552,1550,1552,,1566,1566,,,,yes,yes,,A14193.headed.txt,Free
A14599,S119334,,"W., J.",,,,,,,no,The Valiant Scot,,drama,TR,,TR,,,1625,1620,1626,,1637,1637,,,,,,,A14599.headed.txt,Restricted
A14627,S111566,468,"Wager, William",,,,,,,no,Enough Is as Good as a Feast,Performed+Printed: Enough is as Good as a Feast / Later assigned: Enough's as Good as a Feast; Enough as Good as a Feast,drama,CO,moral,Protestant Moral,,CO; interlude,1559,1550,1560,,1568,1568,,,,yes,yes,,A14627.headed.txt,Restricted
A14715,S111582,597,"Wapull, George",,,,,,,no,The Tide Tarrieth No Man,Performed+Printed: The Tide Tarrieth No Man / Later assigned: The Tide Tarrieth for No Man,drama,CO,moral,Moral,,HI; interlude; CO,1576,1570,1576,,1576,1576,,,,yes,yes,,A14715.headed.txt,Free
A14869,S119585,,"Webster, John",,,,,,,no,The Devil's Law Case,When Women Go to Law the Devil Is Full of Business,drama,TC,,TC,,,1619,1610,1619,,1623,1623,Queen Anne's Men,,,,,,A14869.headed.txt,Free
A14872,S119591,,"Webster, John",,,,,,,no,The Duchess of Malfi,,drama,TR,,TR,,,1614,1610,1614,,1623,1623,King's Men,,,,,,A14872.headed.txt,Free
A14875,S111501,,"Webster, John",,,,,,,no,The White Devil,Vittoria Corombona,drama,TR,,TR,,,1612,1610,1612,,1612,1612,Queen Anne's Men,,,,,,A14875.headed.txt,Free
A15045,S111725,615-616,"Whetstone, George",,,,,,,no,1 & 2 Promos and Cassandra,Printed: The History of Promos and Cassandra + The Second Part of the History of Promos and Cassandra,drama,CO,CO,CO,,CO; 'famous history'; comical discourse,1577,1570,1578,,1578,1578,,,,mixed,mixed,,A15045.headed.txt,Restricted
A15352,S119995,,"Wilkins, George",,,,,,,no,The Miseries of Enforced Marriage,,drama,TR,,Domestic Drama,,,1605,1600,1606,,1607,1607,King's Men,,,,,,A15352.headed.txt,Free
A15498,S111807,467,"Wilmot, Robert","Hatton, Christopher","Noel, Henry","Al., G.","Stafford, Roderick",,,no,Tancred and Gismund,MS: Gismond of Salern / Later assigned: Gismond of Salern in Love; Gismond / Alternative Modernization: Gismond of Salerne,drama,TR,TR,TR,,TR,1567,1560,1567,,1591,1591,Gentlemen of the Inner Temple,,,yes,yes,,A15498.headed.txt,Free
A15515,S111809,920,"Wilson, Robert",,,,,,,no,The Cobbler's Prophecy,Printed: The Cobbler's Prophecy,drama,CO,moral,CO,,,1589,1580,1590,,1594,1594,,,,pentameter and prose,couplets and blank verse,,A15515.headed.txt,Free
A15519,S111803,700,"Wilson, Robert",,,,,,,no,The Three Ladies of London,Performed+Printed: The Three Ladies of London / Contemporary: The Three Ladies,drama,CO,moral,Moral,,CO,1581,1580,1581,,1584,1592,Leicester's Men,,the Theatre,yes,yes,,A15519.headed.txt,Free
A15549,S120127,,Anon.,,,,,,,no,Wily Beguiled,Performed+Printed: Wily Beguiled / Contemporary: Wily Beguily,drama,CO,CO,CO,,'pleasant comedy',1602,1600,1602,,1606,1606,Children of Paul's (second),,,prose and pentameter,blank verse and couplets,,A15549.headed.txt,Free
A15814,S103830,1015,"Yarington, Robert",,,,,,,no,Two Lamentable Tragedies,Printed: Two Lamentable Tragedies / Contemporary: Two Tragedies in One,drama,TR,TR,TR,,TR,1594,1590,1594,,1601,1601,Admiral's (Nottingham's) Men,,,yes,blank verse and couplets,,A15814.headed.txt,Free
A15873,S120621,,"Zouche, Richard",,,,,,,no,The Sophister,"Fallacy, or The Troubles of Great Hermenia",drama,CO,,Moral,,,1614,1610,1614,,1639,1639,,,,,,,A15873.headed.txt,Free
A16527,S100090,,"Alexander, William",,,,,,,no,Croesus,,drama,TR,,TR,,,1604,1600,1604,,1604,1607,,,,,,,A16527.headed_005_tragedy_001.txt,Restricted
A16527,S100090,,"Alexander, William",,,,,,,no,Darius,,drama,TR,,TR,,,1603,1600,1603,,1603,1607,,,,,,,A16527.headed_030_tragedy_002.txt,Restricted
A16527,S100090,,"Alexander, William",,,,,,,no,The Alexandraean Tragedy,,drama,TR,,TR,,,1605,1600,1607,,1607,1607,,,,,,,A16527.headed_051_tragedy_003.txt,Restricted
A16527,S100090,,"Alexander, William",,,,,,,no,Caesar,Julius Caesar,drama,TR,,TR,,,1604,1600,1607,,1607,1607,,,,,,,A16527.headed_073_tragedy_004.txt,Restricted
A16636,S104635,1150,"Brandon, Samuel",,,,,,,no,The Virtuous Octavia,Printed: The Tragicomedy of the Virtuous Octavia / Contemporary: Octaviae tragicomoedia,drama,TC,TR,TC,,"TC, tragicomoedia",1598,1590,1598,,1598,1598,,,,yes,yes,,A16636.headed.txt,Free
A16923,S106712,,"Brome, Richard",,,,,,,no,The Antipodes,,drama,CO,,CO,,,1640,1640,1638,,1640,1640,Queen Henrietta Maria's Men,,,,,,A16923.headed.txt,Free
A16924,S106713,,"Brome, Richard",,,,,,,no,The Northern Lass,,drama,CO,,CO,,,1629,1620,1629,,1632,1632,King's Men,,,,,,A16924.headed.txt,Free
A16927,S106714,,"Brome, Richard",,,,,,,no,The Sparagus Garden,Tom Hoydon o' Tanton Deane,drama,CO,,CO,,,1635,1630,1635,,1640,1640,King's Revels Company,,,,,,A16927.headed.txt,Free
A17460,S107366,,"Cumber, John (?)",,,,,,,no,"The Two Merry Milkmaids, or The Best Words Wear the Garland",,drama,CO,,CO,,,1619,1610,1619,,1620,1620,Red Bull (Revels) Company (first),,,,,,A17460.headed.txt,Free
A17956,S107482,,"Cary, Elizabeth",,,,,,,no,"Mariam, the Fair Queen of Jewry",,drama,TR,,TR,,,1602,1600,1604,,1613,1613,,,,,,,A17956.headed.txt,Free
A17968,S107554,,"Carlell, Lodowick",,,,,,,no,The Deserving Favorite,,drama,TC,,TC,,,1629,1620,1629,,1629,1629,King's Men,,,,,,A17968.headed.txt,Restricted
A18083,S122388,,"Cartwright, William",,,,,,,no,The Royal Slave,,drama,TC,,TC,,,1636,1630,1636,,1639,1639,King's Men (originally performed by Oxford students),,,,,,A18083.headed.txt,Free
A18331,S107195,,"Rojas, Fernando de",,,,,"Mabbe, James",,no,The Spanish Bawd,Calisto and Meliboea,drama,TC,,Romance,,,1631,1630,1631,,1631,1631,,,,,,,A18331.headed.txt,Free
A18374,S107945,,"Chamberlain, Robert",,,,,,,no,The Swaggering Damsel,,drama,CO,,CO,,,1640,1640,1640,,1640,1640,,,,,,,A18374.headed.txt,Free
A18400,S107687,,"Chapman, George",,,,,,,no,All Fools,,drama,CO,,CO,,,1601,1600,1601,,1605,1605,Children of the Queen's Revels,,,,,,A18400.headed.txt,Free
A18402,S104930,1032,"Chapman, George",,,,,,,no,The Blind Beggar of Alexandria,Performed+Printed: The Blind Beggar of Alexandria / Contemporary: The Blind Beggar; The Beggar; Irus,drama,CO,romance,CO,,,1596,1590,1596,,1598,1598,Admiral's (Nottingham's) Men,,the Rose,pentameter and prose,no,,A18402.headed.txt,Free
A18403,S107951,,"Chapman, George",,,,,,,no,Bussy D'Ambois,,drama,TR,,Foreign History,,,1604,1600,1604,,1607,1607,Children of Paul's (second),,,,,,A18403.headed.txt,Free
A18404,S107689,,"Chapman, George",,,,,,,no,The Conspiracy of Charles Duke of Byron,,drama,TR,,TR,,,1607,1600,1608,,1608,1608,Children of the Queen's Revels,,,,,,A18404.headed_004_play_001.txt,Free
A18404,S107689,,"Chapman, George",,,,,,,no,The Tragedy of Charles Duke of Byron,,drama,TR,,TR,,,1607,1600,1608,,1608,1608,Children of the Queen's Revels,,,,,,A18404.headed_011_play_002.txt,Free
A18407,S107691,,"Chapman, George","Jonson, Ben","Marston, John",,,,,no,Eastward Ho,,drama,CO,,CO,,,1605,1600,1605,,1605,1605,Children of the Queen's Revels,,,,,,A18407.headed.txt,Free
A18413,S107952,1377,"Chapman, George",,,,,,,no,The Gentleman Usher,Printed: The Gentleman Usher / Contemporary: Vincentio and Margaret,drama,CO,CO,CO,,,1602,1600,1602,,1606,1606,presumably a boy company,,presumably at an indoor theatre,pentameter and prose,blank verse,,A18413.headed.txt,Free
A18415,S107953,,"Chapman, George",,,,,,,no,May Day,,drama,CO,,CO,,,1602,1600,1602,,1611,1611,Children of the Chapel (second),,,,,,A18415.headed.txt,Free
